TimeZoneID,TimeZoneName,SunStart,SunEnd,Sunmode,MonStart,MonEnd,Monmode,TuesStart,TuesEnd,Tuesmode,WedStart,WedEnd,Wedmode,ThursStart,ThursEnd,Thursmode,FriStart,FriEnd,Frimode,SatStart,SatEnd,Satmode
1,"                              ","00:00","23:59","FACE|FP|CD|PWD      ","00:00","23:59","FACE|FP|CD|PWD      ","00:00","23:59","FACE|FP|CD|PWD      ","00:00","23:59","FACE|FP|CD|PWD      ","00:00","23:59","FACE|FP|CD|PWD      ","00:00","23:59","FACE|FP|CD|PWD      ","00:00","23:59","FACE|FP|CD|PWD      "
