TimeZoneID,TimeZoneName,Start1,End1,Start2,End2,Start3,End3,Start4,End4,Start5,End5
1,"Day Period 1                  ","00:00","23:59","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00"
